date,asset_0,asset_1,asset_2
2020-01-02,-0.0020579595770697,0.0060928278976546,0.0784029947046744
2020-01-03,-0.0041863858110322,-0.0096984437654349,-0.0782141172150082
2020-01-06,-0.0077804737069248,-0.0117706944605668,0.0471529479960064
2020-01-07,-0.0015179807367617,0.0065601203592207,0.0058509508899942
2020-01-08,0.017480518223977,-0.0153462327021418,-0.0110135231572978
2020-01-09,-0.0021786305345277,-0.0017369081687806,-0.0222958544595338
2020-01-10,0.0154710006013552,0.0178229300533641,0.0222596291834877
2020-01-13,-0.0024571900724829,0.0364995383552486,0.0069859978679069
2020-01-14,-0.0040027966548593,0.0028082409834093,-0.0064201562634901
2020-01-15,0.0112532234372806,0.0043562519739797,0.001952642514083
2020-01-16,0.0148578346253329,0.0158442490301116,0.0403478061146036
2020-01-17,0.0271115534517036,0.0121988852431513,0.0025999188207492
2020-01-20,-0.0152510722680953,0.0024531676109156,-0.0214360847706407
2020-01-21,0.0076247288674597,0.0258910517441222,-0.0332462401466606
2020-01-22,-0.0356466631986003,-0.0291717814861079,-0.0501537349140389
2020-01-23,-0.0025748275382552,0.0331523521540979,0.0583216728676345
2020-01-24,-0.0089731119599874,-0.0005842007224295,0.0392707265317158
2020-01-27,-0.0046508093603473,0.0145713649912451,-0.0207380653325632
2020-01-28,0.0092832797741846,-0.0040740228163118,-0.0054991198109066
2020-01-29,0.015185926914575,0.0007851028948437,0.0026353496607176
2020-01-30,0.0028583249237545,0.0011147730594491,0.0131302972383458
2020-01-31,0.0081855916818753,0.0053613857435599,-0.0161683216431521
2020-02-03,0.0032475038383263,-0.0038970421892429,-0.0525509443039983
2020-02-04,-0.0044960043466568,0.0068775358443753,0.0084987898117356
2020-02-05,0.0031314017521368,0.0020450996261636,0.0054949009034128
2020-02-06,-0.0090647113954764,-0.0052657718454389,-0.0243836608236717
2020-02-07,0.0035742410428141,0.0043596394146092,0.0024238672272682
2020-02-10,0.0004830651304355,-0.0016787477245251,-0.0134936910453242
2020-02-11,-0.0166525796248568,-0.011567418883621,-0.0077218335337335
2020-02-12,-0.0006177203061392,-0.0268083433298802,-0.0854984585555993
2020-02-13,-0.0088340622683067,-0.0052875355556031,-0.0219174294299173
2020-02-14,0.013400739703133,0.0054870199743723,0.0617880726639226
2020-02-17,0.0010454933336561,-0.0237047349265802,-0.0805908249604526
2020-02-18,-0.0264190159221014,0.0148039641402129,-0.0098501522110203
2020-02-19,0.0054272505796733,0.0196231849763404,0.0635529114819255
2020-02-20,-0.0018832125853084,-0.0129569940895849,-0.044527636486599
2020-02-21,-0.0176080826724956,-0.0269808201860913,-0.0484237582833956
2020-02-24,-0.0201634841219199,-0.0036472412675988,-0.0486221818311275
2020-02-25,0.0197948334242692,0.0214792670118511,-0.037799313531283
2020-02-26,0.0083278354370548,-0.0181779756676724,-0.0584496728285431
2020-02-27,0.0019060732557738,0.028101738386965,0.1964120760817838
2020-02-28,0.0091945664935551,-0.0058173968353126,-0.0081950691083265
2020-03-02,-6.293282881075779e-05,0.0202647842961674,0.0472113423653142
2020-03-03,0.0028905652894108,-0.0058195081371921,-0.008390501992574
2020-03-04,0.0051375746802915,-0.00398723695649,0.0204834612062227
2020-03-05,0.0059221983473662,0.0123503744228707,-0.0438737719594043
2020-03-06,-0.0037181432673143,-0.0028186661457691,0.0368307426101173
2020-03-09,-0.0018660097251534,-0.0266621272370806,-0.0693207276395116
2020-03-10,-0.0026795812753213,-0.0016038334306982,0.0026180050626212
2020-03-11,0.0028746390780953,0.0244847373116057,0.0231038302993886
2020-03-12,-0.0009350666753666,0.0067374882221815,-0.0117014645636592
2020-03-13,0.0097289297202025,-0.0089232646229173,-0.0481605872781022
2020-03-16,0.0003702920303974,-0.0132506998178639,0.0160566274015578
2020-03-17,0.0182753707760485,0.0178187284351376,-0.0338543824157675
2020-03-18,0.0067300794920723,-0.0052435544922033,-0.0119926670211126
2020-03-19,-0.0062035757020904,-0.0144109143965294,0.0398010788512124
2020-03-20,-0.0039996724442907,0.016907694679743,0.0508322055844401
2020-03-23,-0.0092486974256642,0.0279084235503535,-0.0092524559231199
2020-03-24,0.003684805298626,0.0277286300989563,0.0442765912277189
2020-03-25,-0.0002444937828263,-0.0048581546903414,0.0008247761127986
2020-03-26,0.0013465502674818,0.0082304634996808,-0.0298574282089308
2020-03-27,-0.0039118913700502,0.0134052919805918,0.0191215961343642
2020-03-30,-0.0105541187274204,0.0102666094764578,-0.0099151557330346
2020-03-31,0.0024188204433643,0.0002345035743305,0.0368674123012944
2020-04-01,-0.0133632148941665,0.0100817245673294,0.0859569036478478
2020-04-02,0.0027591279736485,-0.0112190921301732,-0.0394716670464749
2020-04-03,0.0029388761663702,0.0152978705348287,0.0090409312239807
2020-04-06,0.0115344859602677,0.0047782813947905,0.0012587029151958
2020-04-07,0.0027733823741245,-0.0076703925530898,-0.0339965846863086
2020-04-08,0.0232959419843117,-0.0018549516552226,0.0061010172675219
2020-04-09,0.000660725903453,0.0089832054480851,0.0349517934398941
2020-04-10,-0.0084637317460505,-0.0130863599185611,-0.0328306967669932
2020-04-13,0.0020582002173088,0.0154763257750252,0.0134919082134514
2020-04-14,-0.0084581467492813,0.0015313651271582,0.0120647150060255
2020-04-15,-0.0057273354089668,0.0016059946432798,-0.0453264790736828
2020-04-16,-0.0073541240920006,-0.0282856807440207,-0.0146720943042283
2020-04-17,0.0137054093631483,-0.0080531937946985,-0.0250575517197484
2020-04-20,-0.0089523741443252,-0.0013069243880667,0.047917239575582
2020-04-21,0.0152399062089847,-0.0012688453198607,-0.0345906327113006
2020-04-22,0.0154954950738936,-0.0161598485603745,-0.016498740899282
2020-04-23,-0.0041723559970561,-0.0053270844209621,-0.0039489590803735
2020-04-24,0.004010199404586,0.0132269329025906,-0.0110293385207849
2020-04-27,0.0045309436751104,0.0109319360899455,0.0133074609534211
2020-04-28,0.0105045285475986,-0.02091435908231,
2020-04-29,-0.0081634695958358,-0.0038434550707288,-0.0188222787642883
2020-04-30,-0.0040267339089575,-0.0293627550511664,-0.0442482129268542
2020-05-01,0.0104638230630544,0.0168619679951955,
2020-05-04,0.0015297012337169,0.0210671767024397,0.0315730329971135
2020-05-05,0.0009988363082158,-0.0119682798226705,-0.0218909829468402
2020-05-06,0.0003520695014482,-0.0085652668835385,0.0018029458511532
2020-05-07,-0.0021707435072275,0.0024740526701929,-0.0249363838658884
2020-05-08,0.005820975181485,0.0138203456861405,0.0413871280233637
2020-05-11,-0.0006429977087299,-0.0053148014097451,
2020-05-12,0.0038254200751968,0.0228819911982485,0.0440022264046771
2020-05-13,-0.0027556138221171,0.0037484919550905,-0.0028856683829658
2020-05-14,-0.0059382763012599,-0.0009138957662171,0.0238799575007826
2020-05-15,-0.0015380312332612,-0.00866825026707,0.0189298401542434
2020-05-18,0.0026065052254755,0.001484131967981,-0.0089245228021593
2020-05-19,-0.0219791988662181,-0.0091319123335399,-0.0021112685996239
2020-05-20,0.004047414437895,-0.0004040055806637,-0.0301009523377681
2020-05-21,-0.0009626473495571,-0.0064294285231849,-0.0533447643128309
2020-05-22,-0.0004218401062981,0.0206747130314628,0.0457544705755152
2020-05-25,-0.0068082645690685,0.0120421159016648,0.0101494316983059
2020-05-26,-0.0087964318066515,-0.0048854607395718,-0.0025449217418787
2020-05-27,0.0134646304828212,0.0040383247946571,-0.007968981371759
2020-05-28,0.0089984034920487,0.0143931350389003,0.0189385017402556
2020-05-29,-0.0126884700601459,0.0025269412631709,-0.0003770180312155
2020-06-01,0.0024853657392787,0.0077552557388196,0.0127892218490233
2020-06-02,-0.0053216613560226,-0.0058870883114525,-0.0296750825796204
2020-06-03,-0.0003645598173761,-0.0037930160802807,0.009193155632698
2020-06-04,0.0048048325509006,0.0136761015202093,0.0193926145867886
2020-06-05,-0.0196106533206332,-0.0056342553775778,0.0108822433062087
2020-06-08,0.0114830521082502,0.0123346772985259,-0.0039788005873793
2020-06-09,-0.0013426260922226,0.010965875646256,0.004638983624974
2020-06-10,-0.0060506339435302,-0.0009038361048643,0.052684766182075
2020-06-11,0.0045500575588992,0.0053528637112132,0.0354113029841545
2020-06-12,0.0051418190307161,-0.006261975965082,-0.0116943120263122
2020-06-15,-0.0011571164415814,0.0139615508396326,0.0250792656704019
2020-06-16,6.0898571193845896e-05,0.0099729195305988,-0.0115576819313489
2020-06-17,0.0043284323969612,-0.0018422144547135,-0.0015570796861552
2020-06-18,0.0074055292314512,0.0025840008170976,-0.0026188230779431
2020-06-19,0.0181972187849861,0.0222754646042331,0.0014456370513082
2020-06-22,-0.0059770363911175,3.588462339321197e-05,-0.0284578097859474
2020-06-23,0.0085731537528757,0.0081752295276427,-0.0226356285713987
2020-06-24,-0.0019479807300608,-0.0089662142356291,0.0126580372905731
2020-06-25,0.0039626416095959,0.0018742957951471,0.0063418370795798
2020-06-26,-0.0015907130258235,,0.0437628194032984
2020-06-29,-0.0012391123026664,0.0131981473851479,-0.0250255268170938
2020-06-30,0.0067937584575092,0.0054451541707691,-0.0226762625356234
2020-07-01,-0.0120290028970722,-0.0052387669427662,-0.0042547962265779
2020-07-02,-0.0016034400322761,-0.000996410888462,-0.0098063165757307
2020-07-03,-0.0072578173775829,-0.0133212582376305,0.0031044820577776
2020-07-06,0.0094081020094922,0.0083388535087296,0.0220977834283766
2020-07-07,0.0061741474911967,0.0074467538864482,-0.0078880198502402
2020-07-08,0.0028907129779691,0.0168443208051374,-0.0092020078479763
2020-07-09,0.0106483821036171,0.0123366680594625,-0.0090564248759862
2020-07-10,0.0004657631552678,-0.0021404123656683,0.0221330699272443
2020-07-13,0.0045966348987014,-0.0086837516090271,-0.0195249481968724
2020-07-14,-0.0027801935809275,-0.0011167787339637,0.0034120354402995
2020-07-15,0.0,0.0009785649163136,0.0469411880742298
2020-07-16,0.0001160249055978,-0.0055498955109871,0.0145419285085826
2020-07-17,0.0004066485104698,-0.00031595706815,0.0326979286660045
2020-07-20,0.0123062032987786,0.0080753269384443,9.862621233169833e-05
2020-07-21,-0.0059061686026787,-0.0021245000810612,0.0016625488317687
2020-07-22,0.0019035961225384,0.010505573236504,0.0052186424923073
2020-07-23,-0.0033393911218745,-0.000206918780981,-0.0217315230840983
2020-07-24,0.0034660824764212,-0.0039037694307404,0.020969779282747
2020-07-27,0.0003453104974693,-0.0065555148740713,-0.0052818934956782
2020-07-28,0.0001725454034586,0.0017810451072548,-0.0030563570472872
2020-07-29,0.0080554855300374,0.0099664262029983,0.020386528392057
2020-07-30,0.0059929860723151,0.0104896352895476,-0.0070335570401739
2020-07-31,0.0090213813068078,0.0059758601384569,-0.0432254973537064
2020-08-03,0.0091656826957775,-0.0051598091088197,-0.0298176497163502
2020-08-04,-0.0127039677958055,-0.0061188457243649,0.0349701571040286
2020-08-05,0.0077879303488617,0.0207752067014166,-0.0225256882899029
2020-08-06,0.0048719532933994,0.0255755518290645,0.0100820565168566
